"[N,i]",no. vertices,no. edges,transitivity,worthy,bipartite,order of symmetry group,order of a vertex stabilizer,order of dart stabilizer,no. of semi-transitive orientations,girth,dimeter,name,id
"C4[ 384, 485 ]",384,768,semisymmetric,TRUE,TRUE,49152,256,64,0,4,8,"BGCG(UG(ATD[192,38]);K1;9)",4443
"C4[ 384, 486 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,4,8,"BGCG(UG(ATD[192,41]);K1;3)",4444
"C4[ 384, 487 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,4,8,"BGCG(UG(ATD[192,41]);K1;8)",4445
"C4[ 384, 488 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,8,8,"BGCG(UG(ATD[192,44]);K1;2)",4446
"C4[ 384, 489 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,6,8,"BGCG(UG(ATD[192,44]);K1;4)",4447
"C4[ 384, 490 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,6,8,"BGCG(UG(ATD[192,44]);K1;6)",4448
"C4[ 384, 491 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,8,8,"BGCG(UG(ATD[192,44]);K1;8)",4449
"C4[ 384, 492 ]",384,768,semisymmetric,TRUE,TRUE,3072,16,4,0,4,8,"BGCG(UG(ATD[192,44]);K1;11)",4450
"C4[ 384, 493 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,6,8,"BGCG(UG(ATD[192,47]);K1;{9,14})",4451
"C4[ 384, 494 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,8,8,"BGCG(UG(ATD[192,47]);K1;{12,13})",4452
"C4[ 384, 495 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,8,8,"BGCG(UG(ATD[192,47]);K1;{16,17,18,19})",4453
"C4[ 384, 496 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,6,8,"BGCG(UG(ATD[192,49]);K1;{1,5})",4454
"C4[ 384, 497 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,8,7,"BGCG(UG(ATD[192,49]);K1;{2,6})",4455
"C4[ 384, 498 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,8,8,"BGCG(UG(ATD[192,55]);K1;{1,3})",4456
"C4[ 384, 499 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,6,8,"BGCG(UG(ATD[192,55]);K1;{4,5})",4457
"C4[ 384, 500 ]",384,768,semisymmetric,TRUE,TRUE,3072,16,4,0,8,12,"BGCG(UG(ATD[192,132]);K1;5)",4458
"C4[ 384, 501 ]",384,768,semisymmetric,TRUE,TRUE,3072,16,4,0,8,12,"BGCG(UG(ATD[192,132]);K1;8)",4459
"C4[ 384, 502 ]",384,768,semisymmetric,TRUE,TRUE,1536,8,2,0,8,8,"BGCG(UG(ATD[192,138]);K1;2)",4460
"C4[ 384, 503 ]",384,768,semisymmetric,TRUE,TRUE,1536,8,2,0,4,8,"BGCG(UG(ATD[192,138]);K1;3)",4461
"C4[ 384, 504 ]",384,768,semisymmetric,TRUE,TRUE,1536,8,2,0,8,8,"BGCG(UG(ATD[192,138]);K1;7)",4462
"C4[ 384, 505 ]",384,768,semisymmetric,TRUE,TRUE,1536,8,2,0,4,8,"BGCG(UG(ATD[192,146]);K1;{11,12})",4463
"C4[ 384, 506 ]",384,768,semisymmetric,TRUE,TRUE,3072,16,4,0,8,8,"BGCG(UG(ATD[192,151]);K1;3)",4464
"C4[ 384, 507 ]",384,768,semisymmetric,TRUE,TRUE,3072,16,4,0,8,8,"BGCG(UG(ATD[192,151]);K1;4)",4465
"C4[ 384, 508 ]",384,768,semisymmetric,TRUE,TRUE,6144,32,8,0,8,8,"BGCG(UG(ATD[192,151]);K1;7)",4466
"C4[ 384, 509 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,4,8,"BGCG(UG(ATD[192,151]);K1;{8,12})",4467
"C4[ 384, 510 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,4,8,"BGCG(UG(ATD[192,151]);K1;{9,10})",4468
"C4[ 384, 511 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,4,10,"BGCG(UG(ATD[192,151]);K1;{11,15})",4469
"C4[ 384, 512 ]",384,768,semisymmetric,TRUE,TRUE,12288,64,16,0,8,8,"BGCG(UG(ATD[192,153]);K1;5)",4470
"C4[ 384, 513 ]",384,768,semisymmetric,TRUE,TRUE,6144,32,8,0,8,8,"BGCG(UG(ATD[192,153]);K1;6)",4471
"C4[ 384, 514 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,4,9,"BGCG(UG(ATD[192,155]);K1;1)",4472
"C4[ 384, 515 ]",384,768,semisymmetric,TRUE,TRUE,3072,16,4,0,8,8,"BGCG(UG(ATD[192,155]);K1;3)",4473
"C4[ 384, 516 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,4,8,"BGCG(UG(ATD[192,155]);K1;6)",4474
"C4[ 384, 517 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,4,8,"BGCG(UG(ATD[192,155]);K1;8)",4475
"C4[ 384, 518 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,4,8,"BGCG(UG(ATD[192,158]);K1;1)",4476
"C4[ 384, 519 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,6,8,"BGCG(UG(ATD[192,158]);K1;2)",4477
"C4[ 384, 520 ]",384,768,semisymmetric,TRUE,TRUE,6144,32,8,0,8,8,"BGCG(UG(ATD[192,158]);K1;3)",4478
"C4[ 384, 521 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,8,8,"BGCG(UG(ATD[192,158]);K1;5)",4479
"C4[ 384, 522 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,4,8,"BGCG(UG(ATD[192,158]);K1;7)",4480
"C4[ 384, 523 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,4,8,"BGCG(UG(ATD[192,161]);K1;{9,10})",4481
"C4[ 384, 524 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,8,8,"BGCG(UG(ATD[192,161]);K1;{11,14})",4482
"C4[ 384, 525 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,6,8,"BGCG(UG(ATD[192,161]);K1;{13,15})",4483
"C4[ 384, 526 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,4,8,"BGCG(UG(ATD[192,177]);K1;3)",4484
"C4[ 384, 527 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,4,8,"BGCG(UG(ATD[192,177]);K1;5)",4485
"C4[ 384, 528 ]",384,768,semisymmetric,TRUE,TRUE,1536,8,2,0,8,8,"BGCG(UG(ATD[192,183]);K1;{12,14})",4486
"C4[ 384, 529 ]",384,768,semisymmetric,TRUE,TRUE,1536,8,2,0,8,8,"BGCG(UG(ATD[192,183]);K1;{13,15})",4487
"C4[ 384, 530 ]",384,768,semisymmetric,TRUE,TRUE,3072,16,4,0,6,10,"BGCG(UG(ATD[192,199]);K1;3)",4488
"C4[ 384, 531 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,6,10,"BGCG(UG(ATD[192,199]);K1;5)",4489
"C4[ 384, 532 ]",384,768,semisymmetric,TRUE,TRUE,3072,16,4,0,8,10,"BGCG(UG(ATD[192,201]);K1;7)",4490
"C4[ 384, 533 ]",384,768,semisymmetric,TRUE,TRUE,3072,16,4,0,8,8,"BGCG(UG(ATD[192,203]);K1;1)",4491
"C4[ 384, 534 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,8,8,"BGCG(UG(ATD[192,203]);K1;6)",4492
"C4[ 384, 535 ]",384,768,semisymmetric,TRUE,TRUE,3072,16,4,0,8,8,"BGCG(UG(ATD[192,205]);K1;5)",4493
"C4[ 384, 536 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,4,9,"BGCG(UG(ATD[192,207]);K1;1)",4494
"C4[ 384, 537 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,4,9,"BGCG(UG(ATD[192,208]);K1;4)",4495
"C4[ 384, 538 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,6,8,"BGCG(UG(ATD[192,209]);K1;4)",4496
"C4[ 384, 539 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,8,8,"BGCG(UG(ATD[192,209]);K1;5)",4497
"C4[ 384, 540 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,8,8,"BGCG(UG(ATD[192,210]);K1;2)",4498
"C4[ 384, 541 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,8,8,"BGCG(UG(ATD[192,210]);K1;3)",4499
"C4[ 384, 542 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,8,8,"SS[384,5]",4500
"C4[ 384, 543 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,8,8,"SS[384,7]",4501
"C4[ 384, 544 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,8,12,"SS[384,11]",4502
"C4[ 384, 545 ]",384,768,semisymmetric,TRUE,TRUE,3072,16,4,0,8,8,"SS[384,17]",4503
"C4[ 384, 546 ]",384,768,semisymmetric,TRUE,TRUE,3072,16,4,0,8,8,"SS[384,29]",4504
"C4[ 384, 547 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,8,12,"SS[384,30]",4505
"C4[ 384, 548 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,10,7,"SS[384,39]",4506
"C4[ 384, 549 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,6,8,"SS[384,40]",4507
"C4[ 384, 550 ]",384,768,semisymmetric,TRUE,TRUE,1536,8,2,0,6,8,"SS[384,41]",4508
"C4[ 384, 551 ]",384,768,semisymmetric,TRUE,TRUE,1536,8,2,0,6,8,"SS[384,42]",4509
"C4[ 384, 552 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,6,8,"SS[384,43]",4510
"C4[ 384, 553 ]",384,768,semisymmetric,TRUE,TRUE,768,4,1,0,6,8,"SS[384,44]",4511
"C4[ 384, 554 ]",384,768,semisymmetric,TRUE,TRUE,1536,8,2,0,8,8,"SS[384,47]",4512
"C4[ 384, 555 ]",384,768,semisymmetric,TRUE,TRUE,1536,8,2,0,8,8,"SS[384,48]",4513
"C4[ 384, 556 ]",384,768,semisymmetric,TRUE,TRUE,3072,16,4,0,8,8,"SS[384,49]",4514
"C4[ 384, 557 ]",384,768,semisymmetric,TRUE,TRUE,3072,16,4,0,8,8,"SS[384,50]",4515
"C4[ 384, 558 ]",384,768,semisymmetric,TRUE,TRUE,1536,8,2,0,8,12,"SS[384,51]",4516
"C4[ 384, 559 ]",384,768,semisymmetric,TRUE,TRUE,1536,8,2,0,6,24,"SS[384,52]",4517
"C4[ 384, 560 ]",384,768,semisymmetric,TRUE,TRUE,1536,8,2,0,6,24,"SS[384,53]",4518
"C4[ 384, 561 ]",384,768,semisymmetric,TRUE,TRUE,24576,128,32,0,8,8,"SS[384,54]",4519
"C4[ 384, 562 ]",384,768,semisymmetric,TRUE,TRUE,24576,128,32,0,8,8,"SS[384,55]",4520
"C4[ 385, 1 ]",385,770,dart-transitive,TRUE,FALSE,1540,4,1,2,4,17,"C_385(1,34)",4521
"C4[ 385, 2 ]",385,770,dart-transitive,TRUE,FALSE,1540,4,1,2,4,38,"C_385(1,76)",4522
"C4[ 385, 3 ]",385,770,dart-transitive,TRUE,FALSE,1540,4,1,2,4,27,"C_385(1,111)",4523
"C4[ 385, 4 ]",385,770,half-arc-transitive,TRUE,FALSE,770,2,1,2,6,17,"PS(35,11;2)",4524
"C4[ 385, 5 ]",385,770,half-arc-transitive,TRUE,FALSE,770,2,1,2,6,17,"PS(35,11;3)",4525
"C4[ 385, 6 ]",385,770,half-arc-transitive,TRUE,FALSE,770,2,1,2,8,7,"PS(5,77;6)",4526
"C4[ 385, 7 ]",385,770,half-arc-transitive,TRUE,FALSE,770,2,1,2,8,7,"PS(5,77;15)",4527
"C4[ 386, 1 ]",386,772,dart-transitive,FALSE,FALSE,4.8459225397185175e+60,12554203470773362e42,31385508676933404e41,1,4,96,"W(193,2)",4528
"C4[ 386, 2 ]",386,772,dart-transitive,TRUE,TRUE,1544,4,1,1,4,19,"C_386(1,81)",4529
"C4[ 387, 1 ]",387,774,dart-transitive,TRUE,FALSE,1548,4,1,2,4,21,"C_387(1,44)",4530
"C4[ 387, 2 ]",387,774,dart-transitive,TRUE,FALSE,1548,4,1,2,4,64,"DW(129,3)",4531
"C4[ 387, 3 ]",387,774,half-arc-transitive,TRUE,FALSE,774,2,1,2,6,9,"PS(9,43;6)",4532
"C4[ 387, 4 ]",387,774,half-arc-transitive,TRUE,FALSE,774,2,1,2,3,14,"PS(3,129;49)",4533
"C4[ 388, 1 ]",388,776,dart-transitive,FALSE,TRUE,9742061893320129e45,25108406941546723e42,6277101735386681e42,3,4,97,"W(194,2)",4534
"C4[ 388, 2 ]",388,776,dart-transitive,TRUE,TRUE,1552,4,1,1,4,18,"{4,4}_18,8",4535
"C4[ 388, 3 ]",388,776,half-arc-transitive,TRUE,TRUE,776,2,1,2,8,9,"PS(4,97;33)",4536
"C4[ 388, 4 ]",388,776,dart-transitive,TRUE,FALSE,30740527055534563e15,7922816251426434e13,19807040628566084e12,1,4,48,"R_194(99,98)",4537
"C4[ 388, 5 ]",388,776,semisymmetric,FALSE,TRUE,6148105411106913e16,31691265005705735e13,7922816251426434e13,0,4,18,"SDD(C_97(1,22))",4538
"C4[ 389, 1 ]",389,778,dart-transitive,TRUE,FALSE,1556,4,1,0,4,16,"C_389(1,115)",4539
"C4[ 390, 1 ]",390,780,dart-transitive,FALSE,FALSE,19584557414406444e45,5021681388309345e43,12554203470773362e42,1,4,97,"W(195,2)",4540
"C4[ 390, 2 ]",390,780,dart-transitive,TRUE,TRUE,1560,4,1,3,4,39,"C_390(1,79)",4541
"C4[ 390, 3 ]",390,780,dart-transitive,TRUE,TRUE,1560,4,1,3,4,65,"C_390(1,131)",4542
"C4[ 390, 4 ]",390,780,dart-transitive,TRUE,TRUE,1560,4,1,3,4,15,"C_390(1,181)",4543
"C4[ 390, 5 ]",390,780,dart-transitive,TRUE,TRUE,1560,4,1,1,6,39,"PS(78,5;2)",4544
"C4[ 390, 6 ]",390,780,half-arc-transitive,TRUE,TRUE,780,2,1,2,6,15,"PS(30,13;2)",4545
"C4[ 390, 7 ]",390,780,half-arc-transitive,TRUE,TRUE,780,2,1,2,6,15,"PS(30,13;3)",4546
"C4[ 390, 8 ]",390,780,dart-transitive,TRUE,TRUE,1560,4,1,1,6,15,"PS(30,13;5)",4547
"C4[ 390, 9 ]",390,780,dart-transitive,TRUE,TRUE,1560,4,1,3,6,13,"PS(26,15;4)",4548
"C4[ 390, 10 ]",390,780,half-arc-transitive,TRUE,TRUE,780,2,1,2,6,7,"PS(6,65;2)",4549
"C4[ 390, 11 ]",390,780,half-arc-transitive,TRUE,TRUE,780,2,1,2,6,11,"PS(6,65;4)",4550
"C4[ 390, 12 ]",390,780,half-arc-transitive,TRUE,TRUE,780,2,1,2,8,7,"PS(6,65;7)",4551
"C4[ 390, 13 ]",390,780,dart-transitive,TRUE,TRUE,1560,4,1,1,6,9,"PS(6,65;8)",4552
"C4[ 390, 14 ]",390,780,half-arc-transitive,TRUE,TRUE,780,2,1,2,6,7,"PS(6,65;9)",4553
"C4[ 390, 15 ]",390,780,dart-transitive,TRUE,TRUE,1560,4,1,1,6,11,"PS(6,65;18)",4554
"C4[ 390, 16 ]",390,780,dart-transitive,TRUE,FALSE,1560,4,1,1,6,8,"UG(ATD[390,29])",4555
"C4[ 390, 17 ]",390,780,dart-transitive,TRUE,FALSE,3120,8,2,1,6,8,"UG(ATD[390,30])",4556
"C4[ 391, 1 ]",391,782,dart-transitive,TRUE,FALSE,1564,4,1,2,4,17,"C_391(1,137)",4557
"C4[ 392, 1 ]",392,784,dart-transitive,FALSE,TRUE,3936998208434526e46,1004336277661869e44,25108406941546723e42,3,4,98,"W(196,2)",4558
"C4[ 392, 2 ]",392,784,dart-transitive,TRUE,TRUE,1568,4,1,3,4,49,"C_392(1,97)",4559
"C4[ 392, 3 ]",392,784,dart-transitive,TRUE,TRUE,1568,4,1,3,4,49,"C_392(1,99)",4560
"C4[ 392, 4 ]",392,784,dart-transitive,TRUE,TRUE,3136,8,2,3,4,14,"{4,4}_14,14",4561
"C4[ 392, 5 ]",392,784,dart-transitive,TRUE,TRUE,1568,4,1,3,4,14,"{4,4}_<21,7>",4562
"C4[ 392, 6 ]",392,784,dart-transitive,TRUE,TRUE,1568,4,1,3,4,28,"{4,4}_[28,7]",4563
"C4[ 392, 7 ]",392,784,dart-transitive,TRUE,TRUE,3136,8,2,3,6,14,"PS(14,56;13)",4564
"C4[ 392, 8 ]",392,784,dart-transitive,TRUE,TRUE,3136,8,2,3,6,14,"PS(14,56;15)",4565
"C4[ 392, 9 ]",392,784,dart-transitive,TRUE,TRUE,6211487941118324e16,15845632502852868e13,3961408125713217e13,1,4,49,"R_196(100,99)",4566
"C4[ 392, 10 ]",392,784,dart-transitive,TRUE,FALSE,55169095435288576,140737488355328,35184372088832,1,4,24,"PX(49,3)",4567
"C4[ 392, 11 ]",392,784,dart-transitive,TRUE,TRUE,1568,4,1,3,8,8,"AMC(8,7,[1.5:6.3])",4568
"C4[ 392, 12 ]",392,784,dart-transitive,TRUE,TRUE,1568,4,1,1,6,8,"AMC(8,7,[4.2:1.2])",4569
"C4[ 392, 13 ]",392,784,dart-transitive,TRUE,TRUE,1568,4,1,1,8,7,"AMC(8,7,[0.3:5.4])",4570
"C4[ 392, 14 ]",392,784,semisymmetric,TRUE,TRUE,6422528,32768,8192,0,4,14,"PL(RC(7,4),[4^49,7^28])",4571
"C4[ 392, 15 ]",392,784,half-arc-transitive,TRUE,FALSE,784,2,1,2,7,8,"UG(ATD[392,1])",4572
"C4[ 392, 16 ]",392,784,semisymmetric,TRUE,TRUE,25088,128,32,0,4,14,"PL(ATD[14,1]#DCyc[7])",4573
"C4[ 392, 17 ]",392,784,semisymmetric,TRUE,TRUE,784,4,1,0,4,8,"XI(Rmap(196,10){8,8|4}_14)",4574
"C4[ 392, 18 ]",392,784,semisymmetric,FALSE,TRUE,24845951764473296e16,12676506002282294e14,31691265005705735e13,0,4,14,"SDD({4,4}_7,7)",4575
"C4[ 392, 19 ]",392,784,semisymmetric,TRUE,TRUE,25088,128,32,0,4,14,"BGCG(W(14,2),C_7,3)",4576
"C4[ 392, 20 ]",392,784,semisymmetric,TRUE,TRUE,6422528,32768,8192,0,4,14,"BGCG(W(14,2),C_7,5)",4577
"C4[ 392, 21 ]",392,784,semisymmetric,FALSE,TRUE,17483784235648009e30,892029807941225e29,22300745198530623e27,0,4,49,"SDD(W(49,2))",4578
"C4[ 392, 22 ]",392,784,semisymmetric,TRUE,TRUE,784,4,1,0,8,8,"BGCG({4,4}_7,7;K2;{1,3,4,5})",4579
"C4[ 392, 23 ]",392,784,semisymmetric,TRUE,TRUE,784,4,1,0,8,8,"BGCG({4,4}_7,7;K2;{8,10,11,12})",4580
"C4[ 392, 24 ]",392,784,semisymmetric,TRUE,TRUE,784,4,1,0,8,8,"BGCG({4,4}_14,0;K1;{16,17,21,22})",4581
"C4[ 392, 25 ]",392,784,semisymmetric,TRUE,TRUE,784,4,1,0,8,8,"BGCG({4,4}_14,0;K1;{19,23,24,25})",4582
"C4[ 392, 26 ]",392,784,semisymmetric,TRUE,TRUE,784,4,1,0,8,8,"BGCG(AMC(4,7,[1.5:6.3]);K1;{2,5,6,7})",4583
"C4[ 392, 27 ]",392,784,semisymmetric,TRUE,TRUE,784,4,1,0,8,10,"SS[392,1]",4584
"C4[ 392, 28 ]",392,784,semisymmetric,TRUE,TRUE,784,4,1,0,8,8,"SS[392,2]",4585
"C4[ 392, 29 ]",392,784,semisymmetric,TRUE,TRUE,784,4,1,0,8,8,"SS[392,3]",4586
"C4[ 392, 30 ]",392,784,semisymmetric,TRUE,TRUE,784,4,1,0,8,7,"SS[392,4]",4587
"C4[ 393, 1 ]",393,786,dart-transitive,TRUE,FALSE,1572,4,1,2,4,65,"C_393(1,130)",4588
"C4[ 394, 1 ]",394,788,dart-transitive,FALSE,FALSE,7914169867975527e46,2008672555323738e44,5021681388309345e43,1,4,98,"W(197,2)",4589
"C4[ 394, 2 ]",394,788,dart-transitive,TRUE,TRUE,1576,4,1,1,4,15,"C_394(1,183)",4590
"C4[ 395, 1 ]",395,790,dart-transitive,TRUE,FALSE,1580,4,1,2,4,39,"C_395(1,159)",4591
"C4[ 396, 1 ]",396,792,dart-transitive,FALSE,TRUE,15908686638164004e46,4017345110647476e44,1004336277661869e44,3,4,99,"W(198,2)",4592
"C4[ 396, 2 ]",396,792,dart-transitive,TRUE,TRUE,1584,4,1,3,4,22,"C_396(1,89)",4593
"C4[ 396, 3 ]",396,792,dart-transitive,TRUE,TRUE,1584,4,1,3,4,18,"C_396(1,109)",4594
"C4[ 396, 4 ]",396,792,dart-transitive,TRUE,TRUE,1584,4,1,3,4,66,"DW(132,3)",4595
"C4[ 396, 5 ]",396,792,dart-transitive,TRUE,TRUE,1584,4,1,3,4,18,"{4,4}_<20,2>",4596
"C4[ 396, 6 ]",396,792,dart-transitive,TRUE,TRUE,1584,4,1,3,4,33,"{4,4}_[33,6]",4597
"C4[ 396, 7 ]",396,792,dart-transitive,TRUE,TRUE,1584,4,1,3,4,33,"{4,4}_<36,30>",4598
"C4[ 396, 8 ]",396,792,dart-transitive,TRUE,TRUE,1584,4,1,3,6,11,"PS(12,33;10)",4599
"C4[ 396, 9 ]",396,792,dart-transitive,TRUE,TRUE,3168,8,2,3,6,22,"PS(6,132;43)",4600
"C4[ 396, 10 ]",396,792,dart-transitive,TRUE,FALSE,12549740942259471e16,31691265005705735e13,7922816251426434e13,2,4,49,"R_198(101,100)",4601
"C4[ 396, 11 ]",396,792,semisymmetric,TRUE,TRUE,792,4,1,0,4,11,"PL(MSY(6,33,23,0))",4602
"C4[ 396, 12 ]",396,792,semisymmetric,TRUE,TRUE,792,4,1,0,4,11,"PL(MC3(6,33,1,10,23,0,1),[6^33,22^9])",4603
"C4[ 396, 13 ]",396,792,dart-transitive,TRUE,FALSE,1584,4,1,2,6,16,"Pr_132(1,97,101,65)",4604
"C4[ 396, 14 ]",396,792,semisymmetric,TRUE,TRUE,1584,8,2,0,4,22,"PL(WH_66(3,0,19,25),[3^66,22^9])",4605
"C4[ 396, 15 ]",396,792,dart-transitive,TRUE,TRUE,1584,4,1,1,6,22,"AMC(44,3,[0.1:1.2])",4606
"C4[ 396, 16 ]",396,792,dart-transitive,TRUE,TRUE,1584,4,1,3,4,11,"UG(ATD[396,4])",4607
"C4[ 396, 17 ]",396,792,dart-transitive,TRUE,FALSE,1584,4,1,2,8,9,"UG(ATD[396,8])",4608
"C4[ 396, 18 ]",396,792,dart-transitive,TRUE,FALSE,1584,4,1,2,6,16,"UG(ATD[396,12])",4609
"C4[ 396, 19 ]",396,792,semisymmetric,FALSE,TRUE,25099481884518942e16,12676506002282294e14,31691265005705735e13,0,4,33,"SDD(DW(33,3))",4610
"C4[ 396, 20 ]",396,792,semisymmetric,FALSE,TRUE,25099481884518942e16,12676506002282294e14,31691265005705735e13,0,4,18,"SDD(C_99(1,10))",4611
"C4[ 397, 1 ]",397,794,dart-transitive,TRUE,FALSE,1588,4,1,0,4,18,"C_397(1,63)",4612
"C4[ 398, 1 ]",398,796,dart-transitive,FALSE,FALSE,31978067080753906e46,8034690221294951e44,2008672555323738e44,1,4,99,"W(199,2)",4613
"C4[ 399, 1 ]",399,798,dart-transitive,TRUE,FALSE,1596,4,1,2,4,19,"C_399(1,20)",4614
"C4[ 399, 2 ]",399,798,dart-transitive,TRUE,FALSE,1596,4,1,2,4,28,"C_399(1,113)",4615
"C4[ 399, 3 ]",399,798,dart-transitive,TRUE,FALSE,1596,4,1,2,4,66,"C_399(1,134)",4616
"C4[ 399, 4 ]",399,798,half-arc-transitive,TRUE,FALSE,798,2,1,2,6,28,"PS(57,7;2)",4617
"C4[ 399, 5 ]",399,798,half-arc-transitive,TRUE,FALSE,798,2,1,2,6,10,"PS(21,19;7)",4618
"C4[ 399, 6 ]",399,798,half-arc-transitive,TRUE,FALSE,798,2,1,2,3,15,"PS(3,133;11)",4619
"C4[ 399, 7 ]",399,798,half-arc-transitive,TRUE,FALSE,798,2,1,2,6,9,"PS(3,133;27)",4620
"C4[ 399, 8 ]",399,798,half-arc-transitive,TRUE,FALSE,798,2,1,2,3,14,"PS(3,133;30)",4621
"C4[ 399, 9 ]",399,798,half-arc-transitive,TRUE,FALSE,798,2,1,2,6,9,"PS(3,133;39)",4622
"C4[ 400, 1 ]",400,800,dart-transitive,FALSE,TRUE,6427752177035961e47,16069380442589903e44,4017345110647476e44,3,4,100,"W(200,2)",4623
"C4[ 400, 2 ]",400,800,dart-transitive,TRUE,TRUE,1600,4,1,3,4,25,"C_400(1,49)",4624
"C4[ 400, 3 ]",400,800,dart-transitive,TRUE,TRUE,1600,4,1,3,4,25,"C_400(1,151)",4625
"C4[ 400, 4 ]",400,800,dart-transitive,TRUE,TRUE,1600,4,1,1,4,16,"{4,4}_16,12",4626
"C4[ 400, 5 ]",400,800,dart-transitive,TRUE,TRUE,3200,8,2,3,4,20,"{4,4}_20,0",4627
"C4[ 400, 6 ]",400,800,dart-transitive,TRUE,TRUE,1600,4,1,3,4,20,"{4,4}_[20,10]",4628
"C4[ 400, 7 ]",400,800,dart-transitive,TRUE,TRUE,1600,4,1,3,4,20,"{4,4}_<25,15>",4629
"C4[ 400, 8 ]",400,800,dart-transitive,TRUE,TRUE,1600,4,1,3,4,40,"{4,4}_[40,5]",4630
"C4[ 400, 9 ]",400,800,dart-transitive,TRUE,TRUE,1600,4,1,3,4,50,"{4,4}_[50,4]",4631
"C4[ 400, 10 ]",400,800,dart-transitive,TRUE,TRUE,1600,4,1,3,4,50,"{4,4}_<52,48>",4632
"C4[ 400, 11 ]",400,800,dart-transitive,TRUE,TRUE,1600,4,1,1,6,40,"PS(80,5;2)",4633
"C4[ 400, 12 ]",400,800,dart-transitive,TRUE,TRUE,1600,4,1,1,6,20,"PS(40,20;3)",4634
"C4[ 400, 13 ]",400,800,dart-transitive,TRUE,TRUE,1600,4,1,1,6,20,"MPS(40,20;3)",4635
"C4[ 400, 14 ]",400,800,half-arc-transitive,TRUE,TRUE,800,2,1,2,8,10,"PS(20,40;3)",4636
"C4[ 400, 15 ]",400,800,dart-transitive,TRUE,TRUE,3200,8,2,3,6,12,"PS(20,40;9)",4637
"C4[ 400, 16 ]",400,800,half-arc-transitive,TRUE,TRUE,800,2,1,2,8,10,"MPS(20,40;3)",4638
"C4[ 400, 17 ]",400,800,dart-transitive,TRUE,TRUE,1600,4,1,3,6,11,"MPS(20,40;9)",4639
"C4[ 400, 18 ]",400,800,dart-transitive,TRUE,TRUE,1600,4,1,1,6,10,"PS(16,25;7)",4640
"C4[ 400, 19 ]",400,800,dart-transitive,TRUE,TRUE,3200,8,2,3,6,10,"PS(10,80;9)",4641
"C4[ 400, 20 ]",400,800,dart-transitive,TRUE,TRUE,3200,8,2,3,6,10,"PS(10,80;31)",4642
"C4[ 400, 21 ]",400,800,dart-transitive,TRUE,TRUE,1600,4,1,1,6,14,"PS(8,100;7)",4643
"C4[ 400, 22 ]",400,800,dart-transitive,TRUE,TRUE,1600,4,1,1,6,9,"MPS(8,100;7)",4644
"C4[ 400, 23 ]",400,800,half-arc-transitive,TRUE,TRUE,800,2,1,2,4,14,"PS(4,200;7)",4645
